"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
101,"1","2025-03-21T07:34:22.427022Z",99,"[{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":141,""text"":""РГУ \""Казахская национальная академия искусств имени Т.К.Жургенова\"" МКС РК"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":143,""end"":209,""text"":""Доп.соглаш.№1 от 23.12.22г. к Договору\\n№09-02-55\/54 от 28.10.22г."",""labels"":[""MISC""]}]",40.364,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам РГУ ""Казахская национальная академия искусств имени Т.К.Жургенова"" МКС РК, Доп.соглаш.№1 от 23.12.22г. к Договору
 №09-02-55/54 от 28.10.22г.","2025-03-21T07:34:22.427035Z"
102,"1","2025-03-21T07:34:55.946242Z",100,"[{""start"":98,""end"":149,""text"":""Доп.согла.№1\\nот 30.12.22г. к Договору №09-02-55\/70"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":68,""end"":96,""text"":""НАО \""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",32.623,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ"", Доп.согла.№1
 от 30.12.22г. к Договору №09-02-55/70","2025-03-21T07:34:55.946256Z"
103,"1","2025-03-21T07:35:28.393871Z",101,"[{""start"":111,""end"":164,""text"":""Доп.соглаш.№1 к Договору №09-02-55\/14 от 28.10.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":109,""text"":""НАО \""Казахская академия спорта и туризма\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]}]",31.559,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Казахская академия спорта и туризма"", Доп.соглаш.№1 к Договору №09-02-55/14 от 28.10.2022г.","2025-03-21T07:35:28.393884Z"
104,"1","2025-03-21T07:35:53.485067Z",102,"[{""start"":116,""end"":150,""text"":""Договор №09-02-55\/66 от 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":113,""text"":""ТОО \""Евразийский технологический университет\"""",""labels"":[""ORG""]}]",23.455,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ТОО ""Евразийский технологический университет"",
 Договор №09-02-55/66 от 28.10.22г.","2025-03-21T07:35:53.485087Z"
105,"1","2025-03-21T08:07:17.206469Z",103,"[{""start"":75,""end"":106,""text"":""Договор №09-02-36 от 07.09.22г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":7,""end"":23,""text"":""ТОО \""НеоТекФарм\"""",""labels"":[""ORG""]},{""start"":24,""end"":49,""text"":""за лекарственное средство"",""labels"":[""PURPOSE""]},{""start"":52,""end"":73,""text"":""Ленвима\\n(Ленватиниб)"",""labels"":[""MISC""]}]",24.115,"Оплата ТОО ""НеоТекФарм"" за лекарственное средство - Ленвима
 (Ленватиниб), Договор №09-02-36 от 07.09.22г.","2025-03-21T08:07:17.206492Z"
106,"1","2025-03-21T08:07:41.987317Z",104,"[{""start"":98,""end"":149,""text"":""Доп.согла.№1\\nот 30.12.22г. к Договору №09-02-55\/70"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":96,""text"":""НАО \""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ\"""",""labels"":[""ORG""]}]",23.73,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ"", Доп.согла.№1
 от 30.12.22г. к Договору №09-02-55/70","2025-03-21T08:07:41.987340Z"
107,"1","2025-03-21T08:08:05.799574Z",105,"[{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":24,""end"":49,""text"":""за лекарственное средство"",""labels"":[""PURPOSE""]},{""start"":7,""end"":23,""text"":""ТОО \""НеоТекФарм\"""",""labels"":[""ORG""]},{""start"":52,""end"":84,""text"":""Ремсима (Инфликсимаб (Inflixmab)"",""labels"":[""MISC""]},{""start"":86,""end"":117,""text"":""Договор №09-02-26 от 05.08.22г."",""labels"":[""MISC""]}]",22.642,"Оплата ТОО ""НеоТекФарм"" за лекарственное средство - Ремсима (Инфликсимаб (Inflixmab), Договор №09-02-26 от 05.08.22г.","2025-03-21T08:08:05.799594Z"
108,"1","2025-03-21T08:09:13.483965Z",106,"[{""start"":144,""end"":191,""text"":""Договор №07-01-13 от 15.06.22г.,\\nДоп.соглаш.№2"",""labels"":[""MISC""]},{""start"":0,""end"":19,""text"":""Возмещение расходов"",""labels"":[""PAYMENT_TYPE""]},{""start"":68,""end"":91,""text"":""перевозкой и оснащением"",""labels"":[""PURPOSE""]},{""start"":36,""end"":55,""text"":""ОФ \""Батыр боламын!\"""",""labels"":[""ORG""]},{""start"":20,""end"":35,""text"":""(НДС с импорта)"",""labels"":[""MISC""]},{""start"":92,""end"":114,""text"":""(спортивный инвентарь)"",""labels"":[""PURPOSE""]},{""start"":115,""end"":142,""text"":""24 детских спортивных залов"",""labels"":[""PURPOSE""]}]",66.686,"Возмещение расходов (НДС с импорта) ОФ ""Батыр боламын!"" связанных с перевозкой и оснащением (спортивный инвентарь) 24 детских спортивных залов, Договор №07-01-13 от 15.06.22г.,
 Доп.соглаш.№2","2025-03-21T08:09:13.483979Z"
109,"1","2025-03-21T08:38:54.969486Z",107,"[{""start"":107,""end"":148,""text"":""Договор №09-02-2\/1, 2, 3, 4 от 20.01.23г."",""labels"":[""MISC""]},{""start"":0,""end"":6,""text"":""Оплата"",""labels"":[""PAYMENT_TYPE""]},{""start"":7,""end"":20,""text"":""ТОО \""MD TECH\"""",""labels"":[""ORG""]},{""start"":21,""end"":70,""text"":""за оборудование для\\nофтальмологического скринига"",""labels"":[""PURPOSE""]},{""start"":73,""end"":105,""text"":""лечения ретинопатии недоношенных"",""labels"":[""PURPOSE""]}]",1780.523,"Оплата ТОО ""MD TECH"" за оборудование для
 офтальмологического скринига и лечения ретинопатии недоношенных, Договор №09-02-2/1, 2, 3, 4 от 20.01.23г.","2025-03-21T08:38:54.969499Z"
110,"1","2025-03-21T08:49:09.192853Z",108,"[{""start"":98,""end"":149,""text"":""Доп.согла.№1\\nот 30.12.22г. к Договору №09-02-55\/70"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":96,""text"":""НАО \""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ\"""",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]}]",613.316,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""КАЗНУ ИМЕНИ АЛЬ-ФАРАБИ"", Доп.согла.№1
 от 30.12.22г. к Договору №09-02-55/70","2025-03-21T08:49:09.192866Z"
111,"1","2025-03-21T08:49:57.765420Z",109,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":115,""text"":""Учреждение \""Университет им. Сулеймана Демиреля\"""",""labels"":[""ORG""]},{""start"":118,""end"":152,""text"":""Договор №09-02-55\/61 от 28.10.22г."",""labels"":[""MISC""]}]",45.411,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам Учреждение ""Университет им. Сулеймана Демиреля"",
 Договор №09-02-55/61 от 28.10.22г.","2025-03-21T08:49:57.765431Z"
112,"1","2025-03-21T08:50:18.099544Z",110,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":68,""end"":119,""text"":""ТОО МВУЗ Казахско-Русский Международный Университет"",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",19.36,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам ТОО МВУЗ Казахско-Русский Международный Университет","2025-03-21T08:50:18.099564Z"
113,"1","2025-03-21T08:52:51.365740Z",111,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":133,""text"":""НАО \""Костанайский региональный университет имени А. Байтурсынова\"""",""labels"":[""ORG""]},{""start"":135,""end"":173,""text"":""по Доп.соглаш.№1 Договору №09-02-55\/46"",""labels"":[""MISC""]}]",150.929,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Костанайский региональный университет имени А. Байтурсынова"", по Доп.соглаш.№1 Договору №09-02-55/46","2025-03-21T08:52:51.365753Z"
114,"1","2025-03-21T08:54:24.568459Z",112,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":68,""end"":107,""text"":""НАО \""Медицинский университет Караганды\"""",""labels"":[""ORG""]},{""start"":109,""end"":162,""text"":""по Доп.соглаш.№1 к Договор №09-02-55\/28 от 28.10.22г."",""labels"":[""MISC""]}]",92.339,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам НАО ""Медицинский университет Караганды"", по Доп.соглаш.№1 к Договор №09-02-55/28 от 28.10.22г.","2025-03-21T08:54:24.568473Z"
115,"1","2025-03-21T08:56:09.335365Z",113,"[{""start"":143,""end"":209,""text"":""Доп.соглаш.№1 от 23.12.22г. к Договору\\n№09-02-55\/54 от 28.10.22г."",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":141,""text"":""РГУ \""Казахская национальная академия искусств имени Т.К.Жургенова\"" МКС РК"",""labels"":[""ORG""]}]",101.995,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам РГУ ""Казахская национальная академия искусств имени Т.К.Жургенова"" МКС РК, Доп.соглаш.№1 от 23.12.22г. к Договору
 №09-02-55/54 от 28.10.22г.","2025-03-21T08:56:09.335390Z"
116,"1","2025-03-21T08:56:35.310282Z",114,"[{""start"":134,""end"":169,""text"":""Договор №09-02-55\/37 от 28.10.2022г"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":67,""text"":""студентам"",""labels"":[""PURPOSE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":68,""end"":132,""text"":""Учреждение \""Казахский автомобильно-дорожный инст. им. Гончарова\"""",""labels"":[""ORG""]}]",25.089,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии студентам Учреждение ""Казахский автомобильно-дорожный инст. им. Гончарова"", Договор №09-02-55/37 от 28.10.2022г","2025-03-21T08:56:35.310300Z"
117,"1","2025-03-21T08:57:01.504771Z",115,"[{""start"":0,""end"":10,""text"":""Возмещение"",""labels"":[""PAYMENT_TYPE""]},{""start"":40,""end"":48,""text"":""расходов"",""labels"":[""PAYMENT_TYPE""]},{""start"":29,""end"":39,""text"":""таможенных"",""labels"":[""PURPOSE""]},{""start"":50,""end"":91,""text"":""а\\nпоставку лекарственных препаратов в РК"",""labels"":[""PURPOSE""]},{""start"":11,""end"":28,""text"":""ТОО \""СК-ФАРМАЦИЯ\"""",""labels"":[""ORG""]}]",25.257,"Возмещение ТОО ""СК-ФАРМАЦИЯ"" таможенных расходов за
 поставку лекарственных препаратов в РК","2025-03-21T08:57:01.504788Z"
118,"1","2025-03-21T08:58:09.286012Z",116,"[{""start"":96,""end"":108,""text"":""для ID 42002"",""labels"":[""MISC""]},{""start"":15,""end"":43,""text"":""ТОО \""Medicare International\"""",""labels"":[""ORG""]},{""start"":45,""end"":95,""text"":""а изготовление\\nпротезов левой руки и левого бедра"",""labels"":[""PURPOSE""]},{""start"":0,""end"":11,""text"":""Предоплата "",""labels"":[""PAYMENT_TYPE""]}]",66.91,"Предоплата 50% ТОО ""Medicare International"" за изготовление
 протезов левой руки и левого бедра для ID 42002","2025-03-21T08:58:09.286026Z"
119,"1","2025-03-21T08:58:52.467334Z",117,"[{""start"":100,""end"":131,""text"":""Договор\\n№9-02-12 от 01.07.22г."",""labels"":[""MISC""]},{""start"":11,""end"":21,""text"":""таможенных"",""labels"":[""PURPOSE""]},{""start"":0,""end"":10,""text"":""Возмещение"",""labels"":[""PAYMENT_TYPE""]},{""start"":22,""end"":30,""text"":""расходов"",""labels"":[""PAYMENT_TYPE""]},{""start"":52,""end"":97,""text"":""таможенный сбор, импортная таможенная пошлина"",""labels"":[""PAYMENT_TYPE""]},{""start"":31,""end"":50,""text"":""КФ \""ҚАМҚОРЛЫҚ ҚОРЫ\"""",""labels"":[""ORG""]}]",22.335,"Возмещение таможенных расходов КФ ""ҚАМҚОРЛЫҚ ҚОРЫ"" (таможенный сбор, импортная таможенная пошлина), Договор
 №9-02-12 от 01.07.22г.","2025-03-21T08:58:52.467350Z"
120,"1","2025-03-21T08:59:11.727048Z",118,"[{""start"":59,""end"":68,""text"":""ID\\n37848"",""labels"":[""MISC""]},{""start"":21,""end"":33,""text"":""ТОО \""Фармас\"""",""labels"":[""ORG""]},{""start"":0,""end"":13,""text"":""Окончательная"",""labels"":[""PURPOSE""]},{""start"":34,""end"":58,""text"":""за изготовление протезов"",""labels"":[""PURPOSE""]},{""start"":14,""end"":20,""text"":""оплата"",""labels"":[""PAYMENT_TYPE""]}]",18.422,"Окончательная оплата ТОО ""Фармас"" за изготовление протезов ID
 37848","2025-03-21T08:59:11.727065Z"
121,"1","2025-03-21T09:07:45.594966Z",119,"[{""start"":100,""end"":133,""text"":""Договор №09-02\\n100 от 08.12.2022"",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Предоплата 50 %"",""labels"":[""PAYMENT_TYPE""]},{""start"":15,""end"":37,""text"":"" ООО \""АНРО ТЕХНОЛОДЖИ\"""",""labels"":[""ORG""]},{""start"":38,""end"":60,""text"":""за оснащение спец.школ"",""labels"":[""PURPOSE""]},{""start"":61,""end"":99,""text"":""(РК, г. Алматы ул. Байзакова, д.273А),"",""labels"":[""MISC""]}]",512.906,"Предоплата 50 % ООО ""АНРО ТЕХНОЛОДЖИ"" за оснащение спец.школ (РК, г. Алматы ул. Байзакова, д.273А), Договор №09-02
 100 от 08.12.2022","2025-03-21T09:07:45.594982Z"
122,"1","2025-03-21T09:08:14.247653Z",120,"[{""start"":0,""end"":10,""text"":""ООО \""Алма\"""",""labels"":[""ORG""]},{""start"":11,""end"":26,""text"":""возврат средств"",""labels"":[""PAYMENT_TYPE""]}]",27.827,"ООО ""Алма"" возврат средств","2025-03-21T09:08:14.247672Z"
123,"1","2025-03-21T09:09:22.921019Z",121,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":94,""end"":201,""text"":""Договор №09-02-34\/29 от 25.08.22г.; №09-02-64\/8 от 10.11.22г.; №09-02-55\/78 от\\n28.10.2022г.; Доп.соглаш.№1"",""labels"":[""MISC""]},{""start"":58,""end"":93,""text"":""НАО \""Медицинский университет Семей\"""",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",67.649,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Медицинский университет Семей"" Договор №09-02-34/29 от 25.08.22г.; №09-02-64/8 от 10.11.22г.; №09-02-55/78 от
 28.10.2022г.; Доп.соглаш.№1","2025-03-21T09:09:22.921033Z"
124,"1","2025-03-21T09:10:41.093053Z",122,"[{""start"":80,""end"":158,""text"":""Договор №09-02-34\/16 от 25.08.22г.,\\n№09-02-55\/36 от 28.10.22г.,Доп.соглаш.№1."",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":79,""text"":""НАО \""КАЗНПУ им. Абая\"""",""labels"":[""ORG""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]}]",70.841,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""КАЗНПУ им. Абая"" Договор №09-02-34/16 от 25.08.22г.,
 №09-02-55/36 от 28.10.22г.,Доп.соглаш.№1.","2025-03-21T09:10:41.093067Z"
125,"1","2025-03-21T09:11:37.563082Z",123,"[{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]},{""start"":58,""end"":88,""text"":""НАО \""Университет им. Шакарима\"""",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":90,""end"":168,""text"":""Договор №09-02-34\/41 от 25.08.2022г., 09-02-55\/49 от 28.10.22г., Доп.соглаш.№1"",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]}]",52.868,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Университет им. Шакарима"", Договор №09-02-34/41 от 25.08.2022г., 09-02-55/49 от 28.10.22г., Доп.соглаш.№1","2025-03-21T09:11:37.563096Z"
126,"1","2025-03-21T09:12:05.253578Z",124,"[{""start"":111,""end"":177,""text"":""оговор поставки № РАС - 1-1 от 28.06.22г., №РАС-5-1 от\\n28.06.22г."",""labels"":[""MISC""]},{""start"":65,""end"":108,""text"":""оснащение 8-ми Центров для детей с аутизмом"",""labels"":[""PURPOSE""]},{""start"":26,""end"":64,""text"":""ТОО \""ИСКУ КАЗАХСТАН (ISKU KAZAKHSTAN)\"""",""labels"":[""ORG""]},{""start"":0,""end"":25,""text"":""Окончательная оплата 50 %"",""labels"":[""PAYMENT_TYPE""]}]",26.53,"Окончательная оплата 50 % ТОО ""ИСКУ КАЗАХСТАН (ISKU KAZAKHSTAN)"" оснащение 8-ми Центров для детей с аутизмом, Договор поставки № РАС - 1-1 от 28.06.22г., №РАС-5-1 от
 28.06.22г.","2025-03-21T09:12:05.253593Z"
127,"1","2025-03-21T09:12:24.144680Z",125,"[{""start"":82,""end"":111,""text"":""Договор №09-4 от 17.05.2022г."",""labels"":[""MISC""]},{""start"":15,""end"":43,""text"":""ТОО \""Medicare International\"""",""labels"":[""ORG""]},{""start"":44,""end"":80,""text"":""за изготовление\\nголени для ID 41027"",""labels"":[""PURPOSE""]},{""start"":0,""end"":14,""text"":""Предоплата 50%"",""labels"":[""PAYMENT_TYPE""]}]",18.2,"Предоплата 50% ТОО ""Medicare International"" за изготовление
 голени для ID 41027, Договор №09-4 от 17.05.2022г.","2025-03-21T09:12:24.144697Z"
128,"1","2025-03-21T09:12:46.131567Z",126,"[{""start"":76,""end"":112,""text"":""Договор №09-02-12 от 01.07.2022 года"",""labels"":[""MISC""]},{""start"":11,""end"":30,""text"":""КФ \""ҚАМҚОРЛЫҚ ҚОРЫ\"""",""labels"":[""ORG""]},{""start"":0,""end"":10,""text"":""Возмещение"",""labels"":[""PAYMENT_TYPE""]},{""start"":31,""end"":75,""text"":""за услуги\\nмеждународной автоперевозки груза"",""labels"":[""PURPOSE""]}]",21.189,"Возмещение КФ ""ҚАМҚОРЛЫҚ ҚОРЫ"" за услуги
 международной автоперевозки груза Договор №09-02-12 от 01.07.2022 года","2025-03-21T09:12:46.131592Z"
129,"1","2025-03-21T09:13:10.724336Z",127,"[{""start"":119,""end"":169,""text"":""Договор №09-02-34\/33 от\\n25.08.2022г.,Доп.соглаш.1"",""labels"":[""MISC""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":118,""text"":""НАО \""Аркалыкский педагогический институт им. И. Алтынсарина\"""",""labels"":[""ORG""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",23.525,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""Аркалыкский педагогический институт им. И. Алтынсарина"" Договор №09-02-34/33 от
 25.08.2022г.,Доп.соглаш.1","2025-03-21T09:13:10.724363Z"
130,"1","2025-03-21T09:13:45.398328Z",128,"[{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":85,""text"":""НАО \""ЗКАТУ им. Жангир хана\"""",""labels"":[""ORG""]},{""start"":85,""end"":105,""text"":""социальной стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":106,""end"":182,""text"":""январь по Договор №09-02-34\/38 от 25.08.2022г.,№09-02-55\/67 от\\n28.10.2022г."",""labels"":[""MISC""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",33.562,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии НАО ""ЗКАТУ им. Жангир хана""социальной стипендии январь по Договор №09-02-34/38 от 25.08.2022г.,№09-02-55/67 от
 28.10.2022г.","2025-03-21T09:13:45.398343Z"
131,"1","2025-03-21T09:14:27.992073Z",129,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":91,""text"":""УО \""Alikhan Bokeikhan University\"""",""labels"":[""ORG""]},{""start"":92,""end"":180,""text"":""Договор №09-02-34\/40 от 25.08.22г., №09-02-55\/33, Доп.соглаш.1, №09-02-64\/1 от 10.11.22г"",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",30.197,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии УО ""Alikhan Bokeikhan University"" Договор №09-02-34/40 от 25.08.22г., №09-02-55/33, Доп.соглаш.1, №09-02-64/1 от 10.11.22г","2025-03-21T09:14:27.992087Z"
132,"1","2025-03-21T09:15:15.650228Z",130,"[{""start"":16,""end"":22,""text"":""гранты"",""labels"":[""PAYMENT_TYPE""]},{""start"":48,""end"":57,""text"":""стипендии"",""labels"":[""PAYMENT_TYPE""]},{""start"":58,""end"":115,""text"":""РГУ \""Казахский национальный университет искусств\"" МКиС РК"",""labels"":[""ORG""]},{""start"":116,""end"":179,""text"":""Доп.соглаш.1 от 28.12.22.г.к Договор №09-02-55\/70 от 28.10.22г."",""labels"":[""MISC""]},{""start"":23,""end"":45,""text"":""ОФ «Қазақстан халқына»"",""labels"":[""ORG""]},{""start"":0,""end"":15,""text"":""Образовательные"",""labels"":[""PURPOSE""]}]",46.889,"Образовательные гранты ОФ «Қазақстан халқына» и стипендии РГУ ""Казахский национальный университет искусств"" МКиС РК Доп.соглаш.1 от 28.12.22.г.к Договор №09-02-55/70 от 28.10.22г.","2025-03-21T09:15:15.650241Z"
